MSO Group Name,Shop,WeekEndingCY,Net Sales - CY,Sales / Day,Net Sales - PY,Net Sales - YoY %,CPD,CPD - PY,Cars,Cars - PY,Cars - YoY %,Discounts $ - CY,Discounts % - CY,Discounts per Car - CY,Net ARO - CY,Net ARO - PY,Net ARO - YoY %,Prem Oil % - CY,Premium Oil % - PY,High Mileage Opportunity - CY,Big 5 % - CY,Air Filter % - CY,Wiper Blades % - CY,Premium Wiper Blades % - CY,Cabin Filter % - CY,Coolant % - CY,Fuel System Cleaner % - CY ,Oil Change Ticket Average - CY,BayTime,Customers New % - CY,Customers Repeat % - CY,Emission Tickets - CY,Emission Gross ARO - CY,Emissions with Oil Change Tickets - CY,Emissions with Big 5 % - CY,Emissions Penetration %,Fleet % of Oil Changes - CY,Fleet % of Oil Changes - PY,Fleet ARO - CY,Fleet Discount $ - CY,Fleet Discount % - CY,Fleet Net Sales - CY,Fleet Oil Changes - CY
WSM Ventures,1598,8/26/2023,"$12,242.94","$1,749",$0.00,-,19.7,0.0,138,0,0.0%,"$1,063.79",8.0%,$7.71,$88.72,$0.00,-100.0%,73.2%,0.0%,0.0%,22.5%,10.9%,3.6%,1.4%,2.9%,2.9%,2.2%,$87.24,13.2,29.7%,73.9%,0,$0.00,0,0.0%,0.0%,13.0%,0.0%,$61.95,$384.29,25.6%,"$1,115.18",18
WSM Ventures,1599,8/26/2023,"$22,811.77","$3,259",$0.00,-,32.1,0.0,225,0,0.0%,"$1,392.04",5.8%,$6.19,$101.39,$0.00,-100.0%,87.6%,0.0%,0.0%,47.1%,17.3%,9.8%,7.1%,9.8%,6.7%,3.6%,$100.29,12.0,26.3%,72.3%,0,$0.00,0,0.0%,0.0%,5.3%,0.0%,$85.92,$199.86,16.2%,"$1,031.06",12
WSM Ventures,1600,8/26/2023,"$17,857.86","$2,551",$0.00,-,25.6,0.0,179,0,0.0%,"$1,554.25",8.0%,$8.68,$99.76,$0.00,-100.0%,81.6%,0.0%,0.0%,60.3%,17.9%,9.5%,3.4%,16.8%,3.4%,12.8%,$99.32,13.0,23.5%,75.1%,0,$0.00,0,0.0%,0.0%,16.8%,0.0%,$89.22,$772.55,22.4%,"$2,676.49",30
WSM Ventures,1198,9/2/2023,"$25,621.04","$3,660",$0.00,-,40.7,0.0,285,0,0.0%,"$4,005.88",13.5%,$14.06,$89.90,$0.00,-100.0%,86.0%,0.0%,0.0%,29.5%,10.5%,4.9%,3.5%,5.3%,6.0%,2.8%,$88.34,9.1,25.5%,72.2%,0,$0.00,0,0.0%,0.0%,17.9%,0.0%,$60.39,"$2,091.19",40.4%,"$3,080.11",51
WSM Ventures,1199,9/2/2023,"$20,644.95","$2,949",$0.00,-,30.9,0.0,216,0,0.0%,"$1,233.83",5.6%,$5.71,$95.58,$0.00,-100.0%,82.4%,0.0%,0.0%,29.6%,11.1%,2.8%,0.5%,6.5%,2.8%,6.5%,$95.25,8.4,32.5%,68.6%,0,$0.00,0,0.0%,0.0%,2.3%,0.0%,$94.71,$135.31,22.2%,$473.53,5
WSM Ventures,1200,9/2/2023,"$28,310.41","$4,044",$0.00,-,37.0,0.0,259,0,0.0%,"$1,421.75",4.8%,$5.49,$109.31,$0.00,-100.0%,83.4%,0.0%,0.0%,48.6%,18.9%,8.9%,4.6%,9.7%,3.9%,6.9%,$106.33,11.9,33.3%,70.6%,50,$47.01,15,2.0%,19.3%,2.7%,0.0%,$102.79,$149.19,17.2%,$719.54,7
WSM Ventures,1201,9/2/2023,"$22,599.99","$3,229",$0.00,-,32.9,0.0,230,0,0.0%,"$2,126.47",8.6%,$9.25,$98.26,$0.00,-100.0%,90.4%,0.0%,0.0%,44.3%,20.0%,2.2%,0.9%,14.8%,2.2%,5.2%,$97.58,11.3,26.6%,67.0%,0,$0.00,0,0.0%,0.0%,5.7%,0.0%,$54.98,$279.19,28.1%,$714.72,13
WSM Ventures,1202,9/2/2023,"$29,640.04","$4,234",$0.00,-,39.9,0.0,279,0,0.0%,"$1,875.11",5.9%,$6.72,$106.24,$0.00,-100.0%,83.9%,0.0%,0.0%,46.6%,17.6%,3.9%,1.8%,8.2%,8.2%,8.6%,$105.04,11.9,25.2%,71.4%,0,$0.00,0,0.0%,0.0%,1.1%,0.0%,$78.60,$64.12,21.4%,$235.79,3
WSM Ventures,1203,9/2/2023,"$14,024.21","$2,003",$0.00,-,20.7,0.0,145,0,0.0%,"$1,292.75",8.4%,$8.92,$96.72,$0.00,-100.0%,83.4%,0.0%,0.0%,53.8%,22.8%,6.9%,4.1%,12.4%,2.1%,9.7%,$95.99,9.6,34.8%,59.1%,0,$0.00,0,0.0%,0.0%,7.6%,0.0%,$94.22,$263.31,20.3%,"$1,036.47",11
WSM Ventures,1204,9/2/2023,"$18,771.67","$2,682",$0.00,-,25.6,0.0,179,0,0.0%,$868.22,4.4%,$4.85,$104.87,$0.00,-100.0%,89.4%,0.0%,0.0%,40.2%,17.3%,5.6%,2.8%,3.9%,10.6%,2.8%,$103.09,9.4,48.3%,47.5%,0,$0.00,0,0.0%,0.0%,0.6%,0.0%,$62.23,$20.75,25.0%,$62.23,1
WSM Ventures,1205,9/2/2023,"$25,186.67","$3,598",$0.00,-,35.6,0.0,249,0,0.0%,"$2,267.15",8.3%,$9.11,$101.15,$0.00,-100.0%,86.3%,0.0%,0.0%,59.0%,19.7%,10.8%,6.8%,11.2%,7.2%,10.0%,$100.55,12.2,37.8%,59.0%,0,$0.00,0,0.0%,0.0%,10.8%,0.0%,$83.59,$509.48,18.4%,"$2,256.90",27
WSM Ventures,1206,9/2/2023,"$16,849.76","$2,407",$0.00,-,21.4,0.0,150,0,0.0%,"$1,729.94",9.3%,$11.53,$112.33,$0.00,-100.0%,96.0%,0.0%,0.0%,49.3%,22.7%,4.0%,3.3%,1.3%,15.3%,6.0%,$107.45,9.9,37.4%,59.0%,0,$0.00,0,0.0%,0.0%,6.7%,0.0%,$64.01,$369.80,36.6%,$640.09,10
WSM Ventures,1207,9/2/2023,"$18,591.66","$2,656",$0.00,-,29.9,0.0,209,0,0.0%,"$2,081.84",10.1%,$9.96,$88.96,$0.00,-100.0%,80.4%,0.0%,0.0%,31.1%,15.8%,4.8%,0.5%,7.2%,3.3%,0.0%,$87.88,12.4,31.1%,66.3%,0,$0.00,0,0.0%,0.0%,11.0%,0.0%,$55.41,$502.96,28.3%,"$1,274.44",23
WSM Ventures,1598,9/2/2023,"$15,423.37","$2,203",$0.00,-,25.6,0.0,179,0,0.0%,"$1,816.15",10.5%,$10.15,$86.16,$0.00,-100.0%,74.3%,0.0%,0.0%,30.2%,13.4%,6.1%,1.7%,3.9%,5.0%,1.7%,$85.91,12.4,27.8%,74.7%,0,$0.00,0,0.0%,0.0%,16.2%,0.0%,$57.99,$681.54,28.8%,"$1,681.72",29
WSM Ventures,1599,9/2/2023,"$24,935.78","$3,562",$0.00,-,33.9,0.0,237,0,0.0%,"$1,556.52",5.9%,$6.57,$105.21,$0.00,-100.0%,88.6%,0.0%,0.0%,54.9%,24.5%,4.6%,3.0%,12.7%,10.5%,2.5%,$104.64,12.6,21.7%,73.1%,0,$0.00,0,0.0%,0.0%,4.2%,0.0%,$117.50,$230.61,16.4%,"$1,174.95",10
WSM Ventures,1600,9/2/2023,"$17,307.73","$2,473",$0.00,-,25.3,0.0,177,0,0.0%,"$1,342.80",7.2%,$7.59,$97.78,$0.00,-100.0%,84.7%,0.0%,0.0%,61.0%,22.0%,8.5%,3.4%,14.1%,1.1%,15.3%,$97.30,12.9,32.1%,74.2%,0,$0.00,0,0.0%,0.0%,13.6%,0.0%,$91.49,$442.47,16.8%,"$2,195.74",24
WSM Ventures,1198,9/9/2023,"$25,571.22","$3,653",$0.00,-,38.7,0.0,271,0,0.0%,"$3,637.55",12.5%,$13.42,$94.36,$0.00,-100.0%,84.9%,0.0%,0.0%,38.7%,13.3%,3.7%,2.2%,4.4%,9.2%,8.1%,$93.31,9.3,28.2%,71.0%,0,$0.00,0,0.0%,0.0%,17.3%,0.0%,$50.88,"$1,891.59",44.2%,"$2,391.53",47
WSM Ventures,1199,9/9/2023,"$22,751.97","$3,250",$0.00,-,33.9,0.0,237,0,0.0%,"$1,026.77",4.3%,$4.33,$96.00,$0.00,-100.0%,79.7%,0.0%,0.0%,38.8%,17.7%,5.5%,3.0%,4.2%,1.3%,10.1%,$95.77,8.6,30.2%,67.4%,0,$0.00,0,0.0%,0.0%,1.3%,0.0%,$108.78,$37.54,10.3%,$326.34,3
WSM Ventures,1200,9/9/2023,"$25,652.78","$3,665",$0.00,-,37.6,0.0,263,0,0.0%,"$1,191.26",4.4%,$4.53,$97.54,$0.00,-100.0%,76.8%,0.0%,0.0%,34.6%,13.3%,4.2%,3.4%,4.9%,3.0%,8.7%,$94.26,12.1,33.0%,70.7%,30,$27.00,4,3.3%,11.4%,1.9%,0.0%,$117.53,$51.67,8.1%,$587.65,5
WSM Ventures,1201,9/9/2023,"$19,896.92","$2,842",$0.00,-,30.3,0.0,212,0,0.0%,"$2,070.76",9.4%,$9.77,$93.85,$0.00,-100.0%,85.8%,0.0%,0.0%,42.0%,22.6%,2.8%,1.4%,9.0%,3.3%,4.2%,$92.18,11.5,36.9%,67.0%,0,$0.00,0,0.0%,0.0%,9.9%,0.0%,$41.20,$353.17,29.0%,$865.10,21
WSM Ventures,1202,9/9/2023,"$26,866.34","$3,838",$0.00,-,36.9,0.0,258,0,0.0%,"$2,031.94",7.0%,$7.88,$104.13,$0.00,-100.0%,83.3%,0.0%,0.0%,49.2%,21.7%,5.0%,2.7%,8.5%,5.8%,8.1%,$102.65,11.5,32.0%,71.3%,0,$0.00,0,0.0%,0.0%,1.2%,0.0%,$57.00,$88.91,34.2%,$171.01,3
WSM Ventures,1203,9/9/2023,"$15,599.71","$2,229",$0.00,-,21.4,0.0,150,0,0.0%,"$1,407.49",8.3%,$9.38,$104.00,$0.00,-100.0%,85.3%,0.0%,0.0%,52.0%,17.3%,11.3%,6.0%,10.0%,7.3%,6.0%,$103.43,9.8,37.3%,59.8%,0,$0.00,0,0.0%,0.0%,14.0%,0.0%,$85.30,$462.26,20.5%,"$1,791.33",21
WSM Ventures,1204,9/9/2023,"$16,785.85","$2,398",$0.00,-,23.9,0.0,167,0,0.0%,$606.61,3.5%,$3.63,$100.51,$0.00,-100.0%,91.6%,0.0%,0.0%,24.0%,11.4%,3.0%,1.8%,1.8%,4.8%,3.0%,$100.42,9.8,49.0%,47.7%,0,$0.00,0,0.0%,0.0%,1.8%,0.0%,$85.46,$37.54,12.8%,$256.37,3
WSM Ventures,1205,9/9/2023,"$25,910.00","$3,701",$0.00,-,35.9,0.0,251,0,0.0%,"$1,895.22",6.8%,$7.55,$103.23,$0.00,-100.0%,90.4%,0.0%,0.0%,53.0%,17.5%,8.4%,4.0%,9.6%,8.0%,9.6%,$101.24,11.3,43.2%,57.4%,0,$0.00,0,0.0%,0.0%,6.4%,0.0%,$71.85,$315.51,21.5%,"$1,149.59",16
WSM Ventures,1206,9/9/2023,"$15,606.27","$2,229",$0.00,-,20.6,0.0,144,0,0.0%,"$1,385.55",8.2%,$9.62,$108.38,$0.00,-100.0%,93.8%,0.0%,0.0%,40.3%,18.8%,4.9%,3.5%,1.4%,11.1%,4.2%,$106.85,10.7,37.5%,60.0%,0,$0.00,0,0.0%,0.0%,4.9%,0.0%,$82.60,$293.58,33.7%,$578.17,7
WSM Ventures,1207,9/9/2023,"$13,897.31","$1,985",$0.00,-,24.4,0.0,171,0,0.0%,"$1,771.56",11.3%,$10.36,$81.27,$0.00,-100.0%,68.4%,0.0%,0.0%,21.1%,11.1%,2.9%,0.6%,4.7%,2.3%,0.0%,$80.89,13.1,41.5%,63.6%,0,$0.00,0,0.0%,0.0%,15.8%,0.0%,$44.45,$491.22,29.0%,"$1,200.12",27
WSM Ventures,1598,9/9/2023,"$14,884.69","$2,126",$0.00,-,23.6,0.0,165,0,0.0%,"$2,001.49",11.9%,$12.13,$90.21,$0.00,-100.0%,77.0%,0.0%,0.0%,30.3%,11.5%,6.1%,2.4%,5.5%,4.8%,2.4%,$89.09,11.8,20.9%,75.6%,0,$0.00,0,0.0%,0.0%,17.0%,0.0%,$63.68,$663.26,27.1%,"$1,783.11",28
WSM Ventures,1599,9/9/2023,"$22,249.00","$3,178",$0.00,-,30.7,0.0,215,0,0.0%,"$1,681.43",7.0%,$7.82,$103.48,$0.00,-100.0%,87.4%,0.0%,0.0%,51.6%,22.3%,4.7%,3.3%,9.8%,8.8%,6.0%,$102.47,12.3,26.4%,74.2%,0,$0.00,0,0.0%,0.0%,3.7%,0.0%,$93.61,$184.84,19.8%,$748.86,8
WSM Ventures,1600,9/9/2023,"$14,350.81","$2,050",$0.00,-,22.6,0.0,158,0,0.0%,"$1,282.63",8.2%,$8.12,$90.83,$0.00,-100.0%,82.9%,0.0%,0.0%,36.1%,13.3%,5.1%,3.8%,9.5%,1.9%,6.3%,$90.49,12.8,22.7%,74.8%,0,$0.00,0,0.0%,0.0%,10.8%,0.0%,$84.68,$315.64,18.0%,"$1,439.55",17
WSM Ventures,1198,9/16/2023,"$24,474.66","$3,496",$0.00,-,38.1,0.0,267,0,0.0%,"$3,993.19",14.0%,$14.96,$91.67,$0.00,-100.0%,78.7%,0.0%,0.0%,47.2%,18.0%,4.9%,3.0%,9.7%,6.0%,8.6%,$90.36,9.8,25.6%,70.8%,0,$0.00,0,0.0%,0.0%,16.5%,0.0%,$51.84,"$1,749.62",43.4%,"$2,280.86",44
WSM Ventures,1199,9/16/2023,"$23,380.84","$3,340",$0.00,-,33.3,0.0,233,0,0.0%,"$1,194.76",4.9%,$5.13,$100.35,$0.00,-100.0%,84.5%,0.0%,0.0%,42.9%,17.2%,6.4%,0.9%,6.4%,3.0%,9.9%,$99.60,8.6,30.9%,68.1%,0,$0.00,0,0.0%,0.0%,2.6%,0.0%,$88.61,$192.60,26.6%,$531.68,6
WSM Ventures,1200,9/16/2023,"$26,620.82","$3,803",$0.00,-,34.9,0.0,244,0,0.0%,"$1,076.95",3.9%,$4.41,$109.10,$0.00,-100.0%,81.6%,0.0%,0.0%,49.2%,21.7%,5.7%,3.3%,5.7%,9.0%,7.0%,$107.85,13.5,29.7%,72.4%,16,$24.16,2,0.0%,6.6%,1.6%,0.0%,$118.76,$89.81,15.9%,$475.04,4
WSM Ventures,1201,9/16/2023,"$22,147.26","$3,164",$0.00,-,31.4,0.0,220,0,0.0%,"$2,067.29",8.5%,$9.40,$100.67,$0.00,-100.0%,87.7%,0.0%,0.0%,51.4%,23.2%,5.0%,1.4%,15.0%,1.8%,6.4%,$99.34,12.7,35.9%,64.9%,0,$0.00,0,0.0%,0.0%,6.4%,0.0%,$52.73,$260.43,26.1%,$738.27,14
WSM Ventures,1202,9/16/2023,"$27,411.33","$3,916",$0.00,-,37.7,0.0,264,0,0.0%,"$1,803.07",6.2%,$6.83,$103.83,$0.00,-100.0%,82.2%,0.0%,0.0%,43.2%,14.8%,4.9%,3.4%,9.5%,6.8%,7.2%,$103.43,11.1,25.5%,72.1%,0,$0.00,0,0.0%,0.0%,3.0%,0.0%,$74.18,$92.38,13.5%,$593.40,8
WSM Ventures,1203,9/16/2023,"$14,280.47","$2,040",$0.00,-,21.1,0.0,148,0,0.0%,"$1,344.78",8.6%,$9.09,$96.49,$0.00,-100.0%,87.2%,0.0%,0.0%,46.6%,16.9%,10.8%,7.4%,10.1%,2.7%,6.1%,$96.37,10.0,39.2%,58.8%,0,$0.00,0,0.0%,0.0%,11.5%,0.0%,$74.96,$438.89,25.6%,"$1,274.27",17
WSM Ventures,1204,9/16/2023,"$18,797.35","$2,685",$0.00,-,27.0,0.0,189,0,0.0%,$724.77,3.7%,$3.83,$99.46,$0.00,-100.0%,91.5%,0.0%,0.0%,29.6%,12.7%,6.3%,5.3%,4.2%,2.6%,3.7%,$98.63,9.6,48.1%,47.4%,0,$0.00,0,0.0%,0.0%,1.6%,0.0%,$103.55,$36.25,10.4%,$310.65,3
WSM Ventures,1205,9/16/2023,"$28,779.35","$4,111",$0.00,-,38.3,0.0,268,0,0.0%,"$2,312.02",7.4%,$8.63,$107.39,$0.00,-100.0%,88.8%,0.0%,0.0%,68.3%,23.5%,10.8%,6.0%,13.4%,9.3%,11.2%,$106.78,12.2,39.3%,56.6%,0,$0.00,0,0.0%,0.0%,6.3%,0.0%,$72.89,$397.36,24.3%,"$1,239.18",17
WSM Ventures,1206,9/16/2023,"$13,576.93","$1,940",$0.00,-,18.9,0.0,132,0,0.0%,"$1,306.46",8.8%,$9.90,$102.86,$0.00,-100.0%,91.7%,0.0%,0.0%,36.4%,18.9%,3.0%,0.0%,1.5%,9.1%,3.8%,$99.37,9.9,35.9%,61.4%,0,$0.00,0,0.0%,0.0%,12.9%,0.0%,$78.85,$489.96,26.8%,"$1,340.42",17
WSM Ventures,1207,9/16/2023,"$14,392.73","$2,056",$0.00,-,22.9,0.0,160,0,0.0%,"$1,667.78",10.4%,$10.42,$89.95,$0.00,-100.0%,78.1%,0.0%,0.0%,31.9%,16.9%,4.4%,1.9%,6.9%,3.8%,0.0%,$88.95,12.8,31.3%,65.3%,0,$0.00,0,0.0%,0.0%,13.1%,0.0%,$46.61,$425.96,30.3%,$978.81,21
WSM Ventures,1598,9/16/2023,"$13,753.48","$1,965",$0.00,-,21.1,0.0,148,0,0.0%,"$1,106.21",7.4%,$7.47,$92.93,$0.00,-100.0%,76.4%,0.0%,0.0%,35.1%,15.5%,8.1%,4.1%,3.4%,5.4%,2.7%,$92.63,11.4,27.3%,75.8%,0,$0.00,0,0.0%,0.0%,12.2%,0.0%,$80.98,$440.12,23.2%,"$1,457.57",18
WSM Ventures,1599,9/16/2023,"$26,279.56","$3,754",$0.00,-,33.9,0.0,237,0,0.0%,"$2,023.83",7.2%,$8.54,$110.88,$0.00,-100.0%,89.5%,0.0%,0.0%,64.1%,28.3%,9.3%,6.8%,11.8%,11.4%,3.4%,$110.19,12.9,25.2%,73.6%,0,$0.00,0,0.0%,0.0%,6.8%,0.0%,$105.60,$536.36,24.1%,"$1,689.54",16
WSM Ventures,1600,9/16/2023,"$14,371.17","$2,053",$0.00,-,21.7,0.0,152,0,0.0%,"$1,074.30",7.0%,$7.07,$94.55,$0.00,-100.0%,79.6%,0.0%,0.0%,50.7%,15.8%,9.2%,4.6%,12.5%,2.0%,11.2%,$93.90,12.3,27.8%,76.3%,0,$0.00,0,0.0%,0.0%,9.9%,0.0%,$83.64,$350.91,21.9%,"$1,254.59",15
WSM Ventures,1198,9/23/2023,"$28,587.49","$4,084",$0.00,-,43.7,0.0,306,0,0.0%,"$4,499.28",13.6%,$14.70,$93.42,$0.00,-100.0%,90.8%,0.0%,0.0%,40.5%,19.0%,6.2%,3.3%,4.2%,5.2%,5.9%,$92.60,9.7,27.9%,72.0%,0,$0.00,0,0.0%,0.0%,17.6%,0.0%,$62.40,"$2,168.79",39.2%,"$3,369.55",54
WSM Ventures,1199,9/23/2023,"$27,035.05","$3,862",$0.00,-,38.7,0.0,271,0,0.0%,"$1,376.98",4.8%,$5.08,$99.76,$0.00,-100.0%,87.5%,0.0%,0.0%,35.1%,12.9%,6.3%,2.6%,6.3%,1.8%,7.7%,$99.19,9.6,29.9%,69.3%,0,$0.00,0,0.0%,0.0%,5.5%,0.0%,$115.50,$278.53,13.9%,"$1,732.46",15
WSM Ventures,1200,9/23/2023,"$23,515.46","$3,359",$0.00,-,32.9,0.0,230,0,0.0%,"$1,385.70",5.6%,$6.02,$102.24,$0.00,-100.0%,79.6%,0.0%,0.0%,40.4%,13.5%,8.7%,5.7%,5.2%,7.0%,6.1%,$101.04,14.0,24.5%,72.6%,18,$56.87,5,0.0%,7.8%,0.4%,0.0%,$177.79,$58.14,24.6%,$177.79,1
WSM Ventures,1201,9/23/2023,"$17,920.23","$2,560",$0.00,-,26.9,0.0,188,0,0.0%,"$1,685.17",8.6%,$8.96,$95.32,$0.00,-100.0%,85.6%,0.0%,0.0%,48.9%,24.5%,4.3%,0.5%,10.6%,1.6%,8.0%,$93.56,12.8,31.1%,66.1%,0,$0.00,0,0.0%,0.0%,9.0%,0.0%,$59.31,$280.26,21.8%,"$1,008.26",17
WSM Ventures,1202,9/23/2023,"$28,149.81","$4,021",$0.00,-,40.9,0.0,286,0,0.0%,"$1,974.81",6.6%,$6.90,$98.43,$0.00,-100.0%,83.6%,0.0%,0.0%,35.7%,15.0%,4.5%,3.5%,6.6%,4.5%,4.9%,$97.54,11.0,22.4%,73.7%,0,$0.00,0,0.0%,0.0%,5.2%,0.0%,$68.17,$130.47,11.3%,"$1,022.61",15
WSM Ventures,1203,9/23/2023,"$15,187.45","$2,170",$0.00,-,20.6,0.0,144,0,0.0%,"$1,314.29",8.0%,$9.13,$105.47,$0.00,-100.0%,81.3%,0.0%,0.0%,59.0%,23.6%,7.6%,4.9%,16.7%,4.9%,6.3%,$104.42,10.3,38.7%,58.3%,0,$0.00,0,0.0%,0.0%,15.3%,0.0%,$95.84,$461.66,18.0%,"$2,108.51",22
WSM Ventures,1204,9/23/2023,"$16,198.03","$2,314",$0.00,-,23.0,0.0,161,0,0.0%,$903.07,5.3%,$5.61,$100.61,$0.00,-100.0%,88.8%,0.0%,0.0%,33.5%,14.9%,5.0%,3.1%,2.5%,7.5%,3.7%,$99.67,9.4,36.8%,51.2%,0,$0.00,0,0.0%,0.0%,2.5%,0.0%,$100.12,$54.38,12.0%,$400.49,4
WSM Ventures,1205,9/23/2023,"$28,782.47","$4,112",$0.00,-,35.9,0.0,251,0,0.0%,"$1,905.30",6.2%,$7.59,$114.67,$0.00,-100.0%,87.3%,0.0%,0.0%,73.3%,22.7%,12.4%,9.6%,13.1%,12.0%,13.1%,$113.92,12.6,38.9%,59.2%,0,$0.00,0,0.0%,0.0%,8.0%,0.0%,$78.22,$398.43,20.3%,"$1,564.37",20
WSM Ventures,1206,9/23/2023,"$17,988.37","$2,570",$0.00,-,24.1,0.0,169,0,0.0%,"$1,892.93",9.5%,$11.20,$106.44,$0.00,-100.0%,95.9%,0.0%,0.0%,39.6%,21.9%,3.0%,2.4%,1.8%,10.1%,3.0%,$105.85,9.8,40.0%,63.8%,0,$0.00,0,0.0%,0.0%,10.1%,0.0%,$50.75,$761.81,46.9%,$862.70,17
WSM Ventures,1207,9/23/2023,"$16,047.14","$2,292",$0.00,-,25.9,0.0,181,0,0.0%,"$1,739.59",9.8%,$9.61,$88.66,$0.00,-100.0%,73.5%,0.0%,0.0%,35.9%,19.3%,5.0%,2.2%,6.6%,3.3%,1.7%,$88.05,13.5,36.7%,66.5%,0,$0.00,0,0.0%,0.0%,12.2%,0.0%,$47.50,$472.08,31.1%,"$1,044.90",22
WSM Ventures,1598,9/23/2023,"$13,556.63","$1,937",$0.00,-,20.9,0.0,146,0,0.0%,"$1,369.98",9.2%,$9.38,$92.85,$0.00,-100.0%,78.8%,0.0%,0.0%,38.4%,15.1%,6.8%,3.4%,5.5%,3.4%,7.5%,$92.85,12.6,31.8%,70.5%,0,$0.00,0,0.0%,0.0%,13.0%,0.0%,$87.99,$486.41,22.5%,"$1,671.89",19
WSM Ventures,1599,9/23/2023,"$24,337.68","$3,477",$0.00,-,32.7,0.0,229,0,0.0%,"$2,035.62",7.7%,$8.89,$106.28,$0.00,-100.0%,88.2%,0.0%,0.0%,55.5%,21.4%,5.7%,3.9%,13.1%,10.5%,4.8%,$105.55,14.0,24.4%,73.2%,0,$0.00,0,0.0%,0.0%,7.4%,0.0%,$104.34,$595.81,25.1%,"$1,773.78",17
WSM Ventures,1600,9/23/2023,"$15,037.05","$2,148",$0.00,-,23.7,0.0,166,0,0.0%,"$1,409.17",8.6%,$8.49,$90.58,$0.00,-100.0%,78.9%,0.0%,0.0%,44.0%,12.0%,5.4%,1.2%,13.9%,3.6%,9.0%,$89.61,11.5,21.5%,74.7%,0,$0.00,0,0.0%,0.0%,12.7%,0.0%,$83.46,$521.08,22.9%,"$1,752.65",21
WSM Ventures,1198,9/30/2023,"$27,671.32","$3,953",$0.00,-,43.9,0.0,307,0,0.0%,"$4,081.20",12.9%,$13.29,$90.13,$0.00,-100.0%,82.1%,0.0%,0.0%,36.2%,16.9%,1.6%,0.7%,6.5%,5.5%,5.5%,$89.71,9.7,30.5%,72.6%,0,$0.00,0,0.0%,0.0%,14.3%,0.0%,$55.89,"$1,787.47",42.1%,"$2,459.13",44
WSM Ventures,1199,9/30/2023,"$28,007.02","$4,001",$0.00,-,39.3,0.0,275,0,0.0%,"$1,411.62",4.8%,$5.13,$101.84,$0.00,-100.0%,86.5%,0.0%,0.0%,43.6%,20.4%,4.7%,3.6%,8.7%,2.5%,7.3%,$101.45,8.8,28.8%,69.2%,0,$0.00,0,0.0%,0.0%,2.9%,0.0%,$110.66,$205.43,18.8%,$885.31,8
WSM Ventures,1200,9/30/2023,"$28,514.80","$4,074",$0.00,-,39.4,0.0,276,0,0.0%,"$1,735.96",5.7%,$6.29,$103.31,$0.00,-100.0%,83.7%,0.0%,0.0%,44.2%,13.0%,7.6%,4.7%,7.2%,4.7%,11.6%,$100.32,12.7,34.6%,69.8%,49,$42.42,12,2.0%,17.8%,2.2%,0.0%,$91.17,$115.77,17.5%,$547.03,6
WSM Ventures,1201,9/30/2023,"$24,517.74","$3,503",$0.00,-,34.0,0.0,238,0,0.0%,"$2,266.27",8.5%,$9.52,$103.02,$0.00,-100.0%,90.8%,0.0%,0.0%,57.1%,23.5%,2.9%,1.3%,14.7%,4.2%,11.8%,$100.34,13.8,33.8%,68.8%,0,$0.00,0,0.0%,0.0%,8.4%,0.0%,$59.64,$402.56,25.2%,"$1,192.88",20
WSM Ventures,1202,9/30/2023,"$30,105.79","$4,301",$0.00,-,43.3,0.0,303,0,0.0%,"$2,467.05",7.6%,$8.14,$99.36,$0.00,-100.0%,83.2%,0.0%,0.0%,31.7%,12.5%,3.3%,2.6%,4.6%,6.6%,4.6%,$99.17,11.1,25.7%,73.5%,0,$0.00,0,0.0%,0.0%,5.0%,0.0%,$45.76,$337.84,33.0%,$686.33,15
WSM Ventures,1203,9/30/2023,"$15,677.83","$2,240",$0.00,-,23.4,0.0,164,0,0.0%,"$1,549.49",9.0%,$9.45,$95.60,$0.00,-100.0%,83.5%,0.0%,0.0%,47.0%,17.7%,9.1%,3.0%,8.5%,5.5%,6.1%,$94.11,9.8,31.2%,59.9%,0,$0.00,0,0.0%,0.0%,14.0%,0.0%,$69.07,$459.68,22.4%,"$1,588.62",23
WSM Ventures,1204,9/30/2023,"$17,125.32","$2,446",$0.00,-,23.9,0.0,167,0,0.0%,$863.98,4.8%,$5.17,$102.55,$0.00,-100.0%,84.4%,0.0%,0.0%,37.7%,15.6%,5.4%,3.6%,3.0%,8.4%,5.4%,$100.95,9.8,52.8%,51.5%,0,$0.00,0,0.0%,0.0%,1.2%,0.0%,$113.05,$33.85,13.0%,$226.09,2
WSM Ventures,1205,9/30/2023,"$28,102.69","$4,015",$0.00,-,38.6,0.0,270,0,0.0%,"$1,805.48",6.0%,$6.69,$104.08,$0.00,-100.0%,86.3%,0.0%,0.0%,55.9%,22.6%,6.7%,5.2%,11.1%,7.4%,8.1%,$103.10,12.0,38.2%,59.9%,0,$0.00,0,0.0%,0.0%,5.9%,0.0%,$87.54,$385.56,21.6%,"$1,400.58",16
WSM Ventures,1206,9/30/2023,"$17,210.12","$2,459",$0.00,-,22.7,0.0,159,0,0.0%,"$1,657.38",8.8%,$10.42,$108.24,$0.00,-100.0%,92.5%,0.0%,0.0%,41.5%,18.2%,4.4%,4.4%,1.9%,13.2%,3.8%,$106.42,9.7,29.1%,64.0%,0,$0.00,0,0.0%,0.0%,5.0%,0.0%,$69.77,$213.59,27.7%,$558.18,8
